Variable Type,Category Name,Activity,Variable Value,Unit,Year,Assoc. Gas,Uncertainty (Max),Uncertainty (Min),NK,Uncertainty Type,Region,Notes
EF,Poultry- Turkeys,Manure Management,2.30E-07,Gg,2010,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Poultry- Turkeys,Manure Management,1.67E-07,Gg,2011,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Poultry- Turkeys,Manure Management,2.03E-07,Gg,2012,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Poultry- Turkeys,Manure Management,2.20E-07,Gg,2013,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Poultry- Ducks&Geese,Manure Management,2.10E-07,Gg,All,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Sheep,Manure Management,7.88E-07,Gg,All,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Goats,Manure Management,7.88E-07,Gg,All,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Horses,Manure Management,7.88E-07,Gg,All,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Mules/Asses,Manure Management,7.88E-07,Gg,All,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Rabbit,Manure Management,1.99E-05,Gg,2000,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Rabbit,Manure Management,1.99E-05,Gg,2001,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Rabbit,Manure Management,1.99E-05,Gg,2002,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Rabbit,Manure Management,1.99E-05,Gg,2003,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Rabbit,Manure Management,1.99E-05,Gg,2004,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Rabbit,Manure Management,1.99E-05,Gg,2005,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Rabbit,Manure Management,1.99E-05,Gg,2006,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Rabbit,Manure Management,2.21E-05,Gg,2007,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Rabbit,Manure Management,2.05E-05,Gg,2008,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Rabbit,Manure Management,1.89E-05,Gg,2009,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Rabbit,Manure Management,1.73E-05,Gg,2010,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Rabbit,Manure Management,1.90E-05,Gg,2011,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Rabbit,Manure Management,1.25E-05,Gg,2012,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Rabbit,Manure Management,1.20E-05,Gg,2013,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Crop residues,Land Area,1.79E-11,Gg,2000,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Crop residues,Land Area,1.79E-11,Gg,2001,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Crop residues,Land Area,1.79E-11,Gg,2002,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Crop residues,Land Area,1.79E-11,Gg,2003,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Crop residues,Land Area,1.79E-11,Gg,2004,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Crop residues,Land Area,1.79E-11,Gg,2005,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Crop residues,Land Area,1.79E-11,Gg,2006,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Crop residues,Land Area,1.85E-11,Gg,2007,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Crop residues,Land Area,1.76E-11,Gg,2008,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Crop residues,Land Area,1.84E-11,Gg,2009,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Crop residues,Land Area,1.89E-11,Gg,2010,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Crop residues,Land Area,1.99E-11,Gg,2011,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Crop residues,Land Area,2.07E-11,Gg,2012,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Crop residues,Land Area,2.73E-11,Gg,2013,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Drained/managed organic soils,Land Area,2.51E-05,Gg,All,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Grazing animals,Total N applied from Grazing Livestock,3.14E-05,Gg,All,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Organic N fertilizer,Total organic N applied,1.57E-05,Gg,All,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Synthetic N fertilizer,Total synthetic N applied,1.57E-05,Gg,All,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Soils- Atm. Deposition,Total N volatilised as NH3 and Nox,6.91E-05,Gg,2000,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Soils- Atm. Deposition,Total N volatilised as NH3 and Nox,6.91E-05,Gg,2001,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Soils- Atm. Deposition,Total N volatilised as NH3 and Nox,6.91E-05,Gg,2002,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Soils- Atm. Deposition,Total N volatilised as NH3 and Nox,6.91E-05,Gg,2003,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Soils- Atm. Deposition,Total N volatilised as NH3 and Nox,6.91E-05,Gg,2004,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Soils- Atm. Deposition,Total N volatilised as NH3 and Nox,6.91E-05,Gg,2005,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Soils- Atm. Deposition,Total N volatilised as NH3 and Nox,6.91E-05,Gg,2006,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Soils- Atm. Deposition,Total N volatilised as NH3 and Nox,4.70E-05,Gg,2007,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Soils- Atm. Deposition,Total N volatilised as NH3 and Nox,4.33E-05,Gg,2008,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Soils- Atm. Deposition,Total N volatilised as NH3 and Nox,3.09E-05,Gg,2009,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Soils- Atm. Deposition,Total N volatilised as NH3 and Nox,4.84E-05,Gg,2010,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Soils- Atm. Deposition,Total N volatilised as NH3 and Nox,5.15E-05,Gg,2011,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Soils- Atm. Deposition,Total N volatilised as NH3 and Nox,7.16E-05,Gg,2012,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Soils- Atm. Deposition,Total N volatilised as NH3 and Nox,4.56E-05,Gg,2013,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Soils- Leaching/runoff,Total Indirect N2O emissions from leaching and runn-off,3.54E-06,Gg,All,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Manure - Atm. Deposition,Total N volatilised as NH3 and Nox,0.015714286,Gg,All,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Manure - Leaching/runoff,N excreted in farm (Leaching),0.001178571,Gg,All,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Field burning,Land Area,0.000000364,Gg,All,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Urea Fertiliser Application,Total Urea consumed (applied),0.000733333,Gg,All,CO2,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Lime Application,Lime applied,0.00044,Gg,All,CO2,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
